2,0.17,0.73,0.0,0.03,0.05,0.0
6,0.1,0.02,0.0,0.47,0.0,0.38
5,0.56,0.0,0.0,0.0,0.43,0.0
4,0.08,0.04,0.0,0.75,0.12,0.0
1,0.55,0.0,0.04,0.0,0.38,0.0
6,0.1,0.0,0.0,0.32,0.04,0.51
4,0.09,0.02,0.0,0.58,0.29,0.0
4,0.1,0.02,0.0,0.59,0.28,0.0
1,0.25,0.0,0.36,0.04,0.32,0.0
4,0.15,0.0,0.0,0.5,0.32,0.0
5,0.33,0.0,0.0,0.0,0.66,0.0
4,0.24,0.02,0.0,0.45,0.28,0.0
4,0.18,0.01,0.0,0.55,0.24,0.0
6,0.04,0.0,0.0,0.32,0.07,0.54
2,0.17,0.8,0.0,0.0,0.01,0.0
6,0.03,0.04,0.0,0.42,0.01,0.48
1,0.75,0.0,0.0,0.01,0.22,0.0
3,0.61,0.0,0.08,0.07,0.22,0.0
1,0.29,0.0,0.39,0.0,0.29,0.0
3,0.67,0.0,0.0,0.03,0.28,0.0
4,0.24,0.02,0.0,0.44,0.28,0.0
4,0.16,0.0,0.0,0.51,0.3,0.0
3,0.64,0.0,0.0,0.05,0.29,0.0
5,0.53,0.0,0.0,0.0,0.46,0.0
6,0.03,0.05,0.0,0.34,0.0,0.56
2,0.12,0.41,0.0,0.02,0.43,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0
1,0.3,0.0,0.25,0.01,0.4,0.01
3,0.52,0.0,0.03,0.06,0.37,0.0
3,0.22,0.0,0.04,0.03,0.69,0.0
6,0.02,0.0,0.0,0.31,0.06,0.58
3,0.52,0.0,0.07,0.08,0.31,0.0
2,0.27,0.36,0.0,0.22,0.14,0.0
3,0.53,0.0,0.08,0.08,0.3,0.0
3,0.64,0.0,0.0,0.08,0.27,0.0
1,0.38,0.0,0.34,0.01,0.25,0.0
6,0.04,0.06,0.0,0.49,0.03,0.35
2,0.14,0.83,0.0,0.0,0.01,0.0
4,0.18,0.01,0.0,0.55,0.24,0.0
4,0.08,0.0,0.0,0.79,0.11,0.0
1,0.29,0.0,0.37,0.0,0.31,0.0
3,0.29,0.0,0.03,0.03,0.63,0.0
6,0.02,0.0,0.0,0.3,0.07,0.59
2,0.09,0.62,0.0,0.02,0.25,0.0
1,0.28,0.0,0.25,0.02,0.42,0.0
6,0.0,0.0,0.0,0.33,0.0,0.65
1,0.29,0.0,0.24,0.02,0.43,0.0
3,0.71,0.0,0.05,0.06,0.16,0.0
1,0.12,0.0,0.45,0.03,0.38,0.0
4,0.11,0.08,0.0,0.4,0.4,0.0
4,0.32,0.0,0.0,0.44,0.21,0.0
2,0.07,0.88,0.0,0.0,0.02,0.0
1,0.23,0.0,0.34,0.01,0.39,0.0
4,0.1,0.02,0.0,0.58,0.29,0.0
1,0.47,0.0,0.08,0.02,0.41,0.0
6,0.09,0.01,0.0,0.41,0.04,0.43
3,0.27,0.0,0.03,0.03,0.65,0.0
6,0.1,0.03,0.0,0.46,0.0,0.39
5,0.22,0.0,0.0,0.0,0.77,0.0
1,0.33,0.0,0.11,0.01,0.52,0.01
3,0.5,0.0,0.02,0.03,0.43,0.0
1,0.29,0.0,0.39,0.0,0.29,0.0
6,0.05,0.03,0.0,0.43,0.0,0.46
4,0.22,0.0,0.0,0.35,0.42,0.0
1,0.26,0.0,0.35,0.04,0.33,0.0
5,0.02,0.0,0.0,0.0,0.96,0.0
2,0.16,0.77,0.0,0.01,0.04,0.0
4,0.17,0.0,0.0,0.51,0.3,0.0
2,0.31,0.64,0.0,0.01,0.02,0.0
6,0.04,0.0,0.0,0.33,0.07,0.54
1,0.54,0.0,0.04,0.01,0.39,0.0
1,0.4,0.0,0.07,0.02,0.48,0.01
2,0.17,0.79,0.0,0.01,0.02,0.0
4,0.1,0.08,0.0,0.4,0.4,0.0
5,0.49,0.0,0.0,0.0,0.5,0.0
5,0.26,0.0,0.0,0.0,0.73,0.0
2,0.29,0.45,0.0,0.02,0.21,0.0
3,0.53,0.0,0.07,0.08,0.3,0.0
3,0.6,0.0,0.03,0.12,0.24,0.0
2,0.1,0.68,0.0,0.05,0.15,0.0
2,0.12,0.75,0.0,0.01,0.09,0.0
1,0.47,0.0,0.08,0.02,0.41,0.0
2,0.26,0.37,0.0,0.22,0.13,0.0
5,0.48,0.0,0.0,0.0,0.51,0.0
3,0.62,0.0,0.03,0.1,0.23,0.0
4,0.09,0.02,0.0,0.59,0.29,0.0
1,0.23,0.0,0.34,0.01,0.4,0.0
4,0.22,0.02,0.0,0.47,0.27,0.0
1,0.26,0.0,0.36,0.04,0.32,0.0
2,0.14,0.81,0.0,0.01,0.03,0.0
4,0.17,0.0,0.0,0.55,0.26,0.0
1,0.36,0.0,0.21,0.01,0.39,0.01
2,0.18,0.7,0.0,0.04,0.06,0.0
6,0.0,0.0,0.0,0.38,0.01,0.59
1,0.4,0.0,0.08,0.02,0.47,0.01
1,0.37,0.0,0.34,0.01,0.25,0.0
5,0.31,0.0,0.0,0.0,0.68,0.0
1,0.37,0.0,0.35,0.02,0.23,0.0
3,0.52,0.0,0.08,0.08,0.31,0.0
3,0.59,0.0,0.08,0.06,0.25,0.0
6,0.11,0.0,0.0,0.32,0.04,0.5
4,0.06,0.0,0.0,0.84,0.09,0.0
6,0.09,0.02,0.0,0.46,0.0,0.39
6,0.1,0.03,0.0,0.46,0.0,0.39
6,0.03,0.0,0.0,0.33,0.0,0.6
5,0.56,0.0,0.0,0.0,0.43,0.0
2,0.11,0.56,0.0,0.04,0.28,0.0
1,0.11,0.0,0.45,0.03,0.39,0.0
3,0.58,0.0,0.02,0.15,0.23,0.0
4,0.29,0.04,0.0,0.45,0.2,0.0
3,0.67,0.0,0.0,0.03,0.28,0.0
2,0.1,0.41,0.0,0.02,0.45,0.0
1,0.28,0.0,0.37,0.0,0.32,0.0
2,0.12,0.78,0.0,0.0,0.07,0.0
6,0.01,0.0,0.0,0.38,0.01,0.59
5,0.51,0.0,0.0,0.0,0.48,0.0
5,0.15,0.0,0.0,0.0,0.83,0.0
3,0.68,0.0,0.04,0.06,0.21,0.0
2,0.09,0.6,0.0,0.29,0.0,0.0
6,0.03,0.05,0.0,0.34,0.0,0.56
4,0.07,0.01,0.0,0.79,0.11,0.0
4,0.1,0.0,0.0,0.85,0.03,0.0
1,0.12,0.0,0.46,0.03,0.37,0.0
6,0.05,0.07,0.0,0.31,0.0,0.54
5,0.46,0.0,0.0,0.0,0.53,0.0
4,0.11,0.0,0.0,0.84,0.03,0.0
1,0.4,0.0,0.08,0.02,0.46,0.01
5,0.51,0.0,0.0,0.0,0.48,0.0
5,0.69,0.0,0.0,0.0,0.3,0.0
6,0.02,0.0,0.0,0.3,0.07,0.59
1,0.23,0.0,0.48,0.01,0.26,0.0
4,0.18,0.0,0.0,0.41,0.39,0.0
3,0.72,0.0,0.08,0.03,0.15,0.0
6,0.05,0.07,0.0,0.31,0.0,0.54
3,0.26,0.0,0.0,0.14,0.58,0.0
3,0.58,0.0,0.0,0.15,0.25,0.0
3,0.69,0.0,0.04,0.06,0.19,0.0
6,0.23,0.0,0.0,0.34,0.41,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0
2,0.16,0.78,0.0,0.02,0.03,0.0
2,0.0,0.86,0.0,0.13,0.0,0.0
3,0.69,0.0,0.04,0.06,0.2,0.0
6,0.22,0.0,0.0,0.34,0.42,0.0
6,0.02,0.07,0.0,0.42,0.0,0.47
5,0.3,0.0,0.0,0.0,0.69,0.0
3,0.51,0.0,0.08,0.08,0.32,0.0
1,0.33,0.0,0.11,0.01,0.52,0.0
5,0.68,0.0,0.0,0.0,0.31,0.0
2,0.12,0.41,0.0,0.02,0.43,0.0
5,0.16,0.0,0.0,0.0,0.82,0.0
1,0.26,0.0,0.46,0.03,0.23,0.0
5,0.52,0.0,0.0,0.0,0.47,0.0
2,0.17,0.74,0.0,0.03,0.04,0.0
3,0.72,0.0,0.08,0.03,0.14,0.0
6,0.2,0.02,0.05,0.56,0.0,0.15
3,0.68,0.0,0.04,0.06,0.2,0.0
5,0.99,0.0,0.0,0.0,0.0,0.0
6,0.09,0.04,0.0,0.46,0.0,0.39
4,0.07,0.04,0.0,0.74,0.12,0.0
3,0.68,0.0,0.04,0.06,0.2,0.0
6,0.09,0.03,0.0,0.4,0.03,0.42
3,0.63,0.0,0.0,0.05,0.3,0.0
1,0.3,0.0,0.26,0.01,0.4,0.01
6,0.18,0.01,0.05,0.57,0.0,0.17
6,0.01,0.0,0.0,0.31,0.0,0.67
6,0.04,0.06,0.0,0.49,0.02,0.35
5,0.45,0.0,0.0,0.0,0.54,0.0
3,0.08,0.0,0.0,0.0,0.91,0.0
1,0.28,0.0,0.37,0.0,0.32,0.0
2,0.0,0.86,0.0,0.12,0.0,0.0
2,0.09,0.87,0.0,0.03,0.0,0.0
4,0.1,0.02,0.0,0.59,0.28,0.0
3,0.66,0.0,0.01,0.02,0.29,0.0
1,0.26,0.0,0.46,0.03,0.23,0.0
1,0.32,0.0,0.12,0.01,0.52,0.0
1,0.38,0.0,0.34,0.01,0.25,0.0
2,0.29,0.64,0.0,0.01,0.04,0.0
6,0.22,0.0,0.0,0.34,0.42,0.0
2,0.1,0.68,0.0,0.05,0.15,0.0
3,0.08,0.0,0.0,0.0,0.91,0.0
3,0.08,0.0,0.0,0.0,0.91,0.0
1,0.36,0.0,0.23,0.01,0.38,0.0
5,0.99,0.0,0.0,0.0,0.0,0.0
3,0.63,0.0,0.0,0.08,0.28,0.0
2,0.07,0.89,0.0,0.03,0.0,0.0
5,0.02,0.0,0.0,0.0,0.96,0.0
2,0.27,0.36,0.0,0.22,0.13,0.0
2,0.11,0.41,0.0,0.02,0.44,0.0
3,0.5,0.0,0.03,0.03,0.42,0.0
1,0.26,0.0,0.46,0.03,0.23,0.0
1,0.23,0.0,0.34,0.01,0.39,0.0
5,0.57,0.0,0.0,0.0,0.42,0.0
4,0.1,0.0,0.0,0.84,0.03,0.0
2,0.27,0.37,0.0,0.22,0.12,0.0
4,0.1,0.0,0.0,0.85,0.03,0.0
5,0.07,0.0,0.0,0.0,0.92,0.0
1,0.22,0.0,0.34,0.01,0.4,0.0
4,0.18,0.0,0.0,0.42,0.39,0.0
1,0.27,0.0,0.24,0.02,0.45,0.0
2,0.14,0.76,0.0,0.04,0.05,0.0
1,0.28,0.0,0.23,0.02,0.44,0.0
5,0.54,0.0,0.0,0.0,0.44,0.0
5,0.68,0.0,0.0,0.0,0.3,0.0
3,0.73,0.0,0.08,0.03,0.13,0.0
6,0.09,0.03,0.0,0.46,0.0,0.39
1,0.36,0.0,0.35,0.02,0.25,0.0
6,0.19,0.01,0.04,0.57,0.0,0.16
6,0.03,0.0,0.0,0.34,0.0,0.61
1,0.29,0.0,0.24,0.02,0.42,0.0
3,0.08,0.0,0.0,0.0,0.91,0.0
4,0.32,0.0,0.0,0.14,0.53,0.0
1,0.28,0.0,0.23,0.02,0.44,0.0
4,0.08,0.04,0.0,0.75,0.11,0.0
4,0.09,0.01,0.0,0.52,0.36,0.0
1,0.53,0.0,0.08,0.06,0.31,0.0
6,0.09,0.03,0.0,0.46,0.0,0.39
5,0.02,0.0,0.0,0.0,0.96,0.0
2,0.19,0.7,0.0,0.03,0.05,0.0
6,0.01,0.0,0.0,0.31,0.0,0.67
6,0.04,0.0,0.0,0.29,0.0,0.65
5,0.79,0.0,0.0,0.0,0.2,0.0
4,0.11,0.08,0.0,0.38,0.41,0.0
1,0.33,0.0,0.18,0.01,0.46,0.0
2,0.0,0.86,0.0,0.13,0.0,0.0
3,0.78,0.0,0.04,0.08,0.08,0.0
2,0.12,0.55,0.0,0.04,0.27,0.0
6,0.09,0.05,0.0,0.45,0.0,0.39
5,1.0,0.0,0.0,0.0,0.0,0.0
3,0.69,0.0,0.0,0.02,0.27,0.0
1,0.74,0.0,0.0,0.01,0.23,0.0
5,0.47,0.0,0.0,0.0,0.52,0.0
6,0.04,0.06,0.0,0.49,0.02,0.35
1,0.54,0.0,0.04,0.0,0.39,0.0
4,0.15,0.01,0.0,0.62,0.2,0.0
2,0.34,0.26,0.0,0.03,0.34,0.0
5,0.75,0.0,0.0,0.0,0.24,0.0
4,0.16,0.0,0.0,0.51,0.31,0.0
2,0.08,0.61,0.0,0.03,0.26,0.0
3,0.78,0.0,0.04,0.08,0.08,0.0
4,0.22,0.0,0.0,0.39,0.37,0.0
4,0.19,0.0,0.0,0.49,0.29,0.0
5,0.51,0.0,0.0,0.0,0.48,0.0
5,0.44,0.0,0.0,0.0,0.55,0.0
3,0.67,0.0,0.0,0.03,0.28,0.0
6,0.22,0.0,0.0,0.35,0.42,0.0
1,0.71,0.0,0.01,0.01,0.25,0.0
2,0.25,0.36,0.0,0.23,0.13,0.0
3,0.09,0.0,0.0,0.0,0.9,0.0
6,0.01,0.0,0.0,0.33,0.0,0.65
4,0.15,0.01,0.0,0.61,0.21,0.0
3,0.58,0.0,0.0,0.15,0.26,0.0
3,0.56,0.0,0.0,0.15,0.27,0.0
2,0.24,0.48,0.0,0.06,0.2,0.0
5,0.77,0.0,0.0,0.0,0.22,0.0
1,0.74,0.0,0.0,0.01,0.22,0.0
1,0.24,0.0,0.48,0.01,0.25,0.0
2,0.06,0.87,0.0,0.04,0.01,0.0
1,0.37,0.0,0.22,0.01,0.37,0.0
2,0.31,0.62,0.0,0.01,0.03,0.0
2,0.12,0.56,0.0,0.04,0.26,0.0
2,0.09,0.61,0.0,0.02,0.26,0.0
3,0.67,0.0,0.01,0.01,0.28,0.0
5,0.37,0.0,0.0,0.0,0.62,0.0
6,0.03,0.0,0.0,0.33,0.0,0.61
5,0.47,0.0,0.0,0.0,0.52,0.0
2,0.0,0.87,0.0,0.11,0.0,0.0
2,0.1,0.69,0.0,0.05,0.15,0.0
4,0.18,0.01,0.0,0.55,0.25,0.0
4,0.31,0.0,0.0,0.47,0.2,0.0
4,0.06,0.0,0.0,0.84,0.09,0.0
6,0.1,0.02,0.0,0.47,0.0,0.38
5,0.02,0.0,0.0,0.0,0.96,0.0
4,0.06,0.0,0.0,0.84,0.09,0.0
5,0.46,0.0,0.0,0.0,0.52,0.0
3,0.62,0.0,0.03,0.1,0.23,0.0
6,0.04,0.0,0.0,0.32,0.07,0.55
4,0.16,0.0,0.0,0.5,0.33,0.0
2,0.18,0.69,0.0,0.04,0.06,0.0
2,0.05,0.86,0.0,0.04,0.02,0.0
2,0.09,0.6,0.0,0.03,0.26,0.0
4,0.18,0.01,0.0,0.55,0.24,0.0
3,0.63,0.0,0.02,0.09,0.24,0.0
1,0.37,0.0,0.35,0.01,0.25,0.0
3,0.68,0.0,0.04,0.06,0.19,0.0
6,0.21,0.0,0.0,0.35,0.42,0.0
2,0.08,0.61,0.0,0.03,0.26,0.0
1,0.41,0.0,0.08,0.02,0.47,0.01
3,0.58,0.0,0.0,0.15,0.26,0.0
5,0.57,0.0,0.0,0.0,0.42,0.0
5,0.27,0.0,0.0,0.0,0.72,0.0
3,0.68,0.0,0.04,0.06,0.2,0.0
5,0.48,0.0,0.0,0.0,0.51,0.0
3,0.78,0.0,0.04,0.08,0.08,0.0
3,0.6,0.0,0.03,0.12,0.24,0.0
5,0.15,0.0,0.0,0.0,0.83,0.0
1,0.48,0.0,0.08,0.02,0.4,0.0
3,0.62,0.0,0.07,0.07,0.22,0.0
2,0.24,0.48,0.0,0.06,0.21,0.0
3,0.29,0.0,0.03,0.03,0.63,0.0
5,0.72,0.0,0.0,0.0,0.27,0.0
6,0.0,0.0,0.0,0.37,0.01,0.59
6,0.04,0.04,0.0,0.41,0.01,0.48
2,0.11,0.42,0.0,0.02,0.43,0.0
3,0.26,0.0,0.0,0.14,0.58,0.0
6,0.09,0.04,0.0,0.46,0.0,0.38
5,0.02,0.0,0.0,0.0,0.96,0.0
3,0.31,0.0,0.03,0.03,0.6,0.0
1,0.5,0.0,0.08,0.02,0.38,0.0
2,0.0,0.85,0.0,0.13,0.0,0.0
1,0.29,0.0,0.39,0.0,0.29,0.0
1,0.31,0.0,0.12,0.01,0.53,0.0
2,0.09,0.61,0.0,0.02,0.26,0.0
4,0.29,0.04,0.0,0.44,0.2,0.0
4,0.25,0.02,0.0,0.43,0.28,0.0
1,0.29,0.0,0.39,0.0,0.29,0.0
5,0.32,0.0,0.0,0.0,0.67,0.0
4,0.09,0.02,0.0,0.59,0.28,0.0
6,0.18,0.02,0.06,0.56,0.0,0.15
6,0.05,0.01,0.0,0.45,0.0,0.47
2,0.26,0.38,0.0,0.2,0.14,0.0
5,0.47,0.0,0.0,0.0,0.52,0.0
6,0.04,0.0,0.0,0.3,0.0,0.64
6,0.04,0.06,0.0,0.5,0.02,0.35
4,0.15,0.01,0.0,0.61,0.21,0.0
1,0.53,0.0,0.05,0.01,0.4,0.0
2,0.12,0.76,0.0,0.01,0.09,0.0
4,0.22,0.02,0.0,0.48,0.26,0.0
4,0.22,0.0,0.0,0.4,0.35,0.0
3,0.64,0.0,0.0,0.05,0.29,0.0
4,0.2,0.0,0.0,0.48,0.29,0.0
6,0.03,0.0,0.0,0.33,0.08,0.53
2,0.12,0.76,0.0,0.02,0.09,0.0
6,0.03,0.04,0.0,0.41,0.01,0.48
4,0.29,0.04,0.0,0.44,0.21,0.0
5,0.16,0.0,0.0,0.0,0.83,0.0
2,0.35,0.26,0.0,0.03,0.35,0.0
6,0.03,0.0,0.0,0.34,0.0,0.61
3,0.67,0.0,0.0,0.01,0.29,0.0
2,0.06,0.88,0.0,0.04,0.0,0.0
2,0.2,0.7,0.0,0.04,0.05,0.0
3,0.72,0.0,0.08,0.04,0.14,0.0
3,0.57,0.0,0.0,0.15,0.26,0.0
2,0.16,0.79,0.0,0.0,0.03,0.0
6,0.02,0.0,0.0,0.3,0.07,0.59
5,0.48,0.0,0.0,0.0,0.51,0.0
1,0.29,0.0,0.46,0.01,0.22,0.0
3,0.49,0.0,0.02,0.03,0.43,0.0
5,0.02,0.0,0.0,0.0,0.96,0.0
4,0.22,0.02,0.0,0.47,0.26,0.0
6,0.02,0.07,0.0,0.42,0.0,0.47
4,0.22,0.02,0.0,0.46,0.28,0.0
1,0.38,0.0,0.34,0.01,0.25,0.0
6,0.03,0.04,0.0,0.41,0.01,0.48
4,0.17,0.0,0.0,0.51,0.3,0.0
5,0.62,0.0,0.0,0.04,0.34,0.0
5,0.46,0.0,0.0,0.0,0.53,0.0
2,0.06,0.87,0.0,0.04,0.01,0.0
5,0.49,0.0,0.0,0.0,0.5,0.0
4,0.29,0.04,0.0,0.45,0.21,0.0
5,0.53,0.0,0.0,0.0,0.46,0.0
5,1.0,0.0,0.0,0.0,0.0,0.0
3,0.58,0.0,0.0,0.15,0.26,0.0
6,0.19,0.01,0.03,0.58,0.0,0.16
2,0.05,0.88,0.0,0.0,0.05,0.0
4,0.1,0.0,0.0,0.85,0.03,0.0
5,0.79,0.0,0.0,0.0,0.2,0.0
6,0.02,0.0,0.0,0.3,0.07,0.59
1,0.12,0.0,0.45,0.02,0.37,0.0
4,0.18,0.0,0.0,0.42,0.39,0.0
1,0.23,0.0,0.34,0.01,0.4,0.0
1,0.37,0.0,0.22,0.01,0.38,0.0
6,0.11,0.0,0.0,0.32,0.03,0.51
6,0.02,0.0,0.0,0.3,0.07,0.58
4,0.05,0.0,0.0,0.84,0.09,0.0
2,0.16,0.66,0.0,0.01,0.15,0.0
5,0.58,0.0,0.0,0.0,0.4,0.0
3,0.59,0.0,0.08,0.06,0.25,0.0
3,0.65,0.0,0.01,0.01,0.3,0.0
5,0.76,0.0,0.0,0.0,0.23,0.0
